${0},,
"Depreciation Entry","Запись амортизации",
Description,Описание,
Details,Детали,
"Device ID","Идентификатор устройства",
"Device is offline. Please connect to a network to continue.","Устройство отключено от сети. Подключитесь к сети, чтобы продолжить.",
"Difference Amount","Разница суммы",
"Direct Expenses","Прямые расходы",
"Direct Income","Прямые доходы",
"Directory for database file ${0} does not exist, please select the file manually","Каталог для файла базы данных ${0} не существует, пожалуйста выберите файл вручную",
Disabled,Отключено,
"Discount Account","Счёт скидок",
"Discount Account is not set.","Счёт скидок не задан.",
"Discount Amount","Сумма скидки",
"Discount Amount (${0}) cannot be greated than Amount (${1}).","Сумма скидки (${0}) не может превышать сумму (${1}).",
"Discount Percent","Процент скидки",
"Discount Percent (${0}) cannot be greater than 100.","Процент скидки (${0}) не может превышать 100.",
"Discount Percentage","Процент скидки",
"Discount Type","Тип скидки",
"Discounted Amount","Сумма со скидкой",
Discounts,Скидки,
"Display Amount In Words","Отображать сумму прописью",
"Display Description In Invoice","Отображать описание в счёте",
"Display Doc","Отображаемый документ",
"Display Logo in Invoice","Отображать логотип в счёте-фактуре",
"Display Precision","Точность отображения",
"Display Precision should have a value between 0 and 9.","Точность отображения должна быть от 0 до 9.",
"Display Scale","Масштаб отображения",
"Display Terms and Conditions","Отображать условия",
"Display Time In Invoice","Отображать время в счёте",
"Dividends Paid","Выплаченные дивиденды",
"Do not Contact","Не связываться",
"Doc ${0} ${1} not set","Документ ${0} ${1} не задан",
Docs,Документы,
"Document Name","Название документа",
Documentation,Документация,
"Does Not Contain","Не содержит",
Done,Готово,
"Download the taxonomy zip from xbrl.eesti.ee, unzip it, and place the et-gaap_<version> folder in reports/EstonianAnnualReport/taxonomy/. See the README for details.","Загрузите zip таксономии с xbrl.eesti.ee, распакуйте его и поместите папку et-gaap_<версия> в reports/EstonianAnnualReport/taxonomy/. Подробности в README.",
Dr.,Дб.,
"Dr. ${0}","Дб. ${0}",
Draft,Черновик,
Duplicate,Дублировать,
"Duplicate Entry","Дублировать запись",
"Duplicate Template","Дублировать шаблон",
"Duplicate columns found: ${0}","Найдены дублирующиеся столбцы: ${0}",
"Duplicate detection uses the archival ID, so re-importing the same statement is safe.","Обнаружение дублей использует архивный ID, поэтому повторный импорт одной выписки безопасен.",
"Duties and Taxes","Пошлины и налоги",
"Dynamic Link","Динамическая ссылка",
"EE Bank Statement Import","Импорт банковской выписки ЭЭ",
EE123456789,,
"ERP Sync Items","Позиции синхронизации ERP",
"ERPNext Sync","Синхронизация ERPNext",
"ERPNext Sync Queue","Очередь синхронизации ERPNext",
"ERPNext Sync Settings","Настройки синхронизации ERPNext",
"EU B2B supplies (incl. goods + services)","Поставки ЕС B2B (вкл. товары и услуги)",
"EU Business","Компания ЕС",
"EU Consumer","Потребитель ЕС",
"EU Establishment Input VAT","Входящий НДС по принципу ЕС",
"EU Establishment Output VAT","Исходящий НДС по принципу ЕС",
"EU Establishment VAT Payable","НДС к уплате по принципу ЕС",
"EU Partner VAT","НДС партнёра ЕС",
"EU acquisitions + RC services","Приобретения ЕС + услуги с обратным налогообложением",
"EU goods acquisitions","Приобретения товаров ЕС",
"EU goods supplies","Поставки товаров ЕС",
"Earnest Money",Задаток,
Eight,Восемь,
Eighteen,Восемнадцать,
Eighty,Восемьдесят,
"Electronic Equipments","Электронное оборудование",
Element,Элемент,
Eleven,Одиннадцать,
Email,"Электронная почта",
"Email Address","Адрес электронной почты",
Empty,Пусто,
"Empty file selected","Выбран пустой файл",
"Enable Barcodes","Включить штрихкоды",
"Enable Batches","Включить партии",
"Enable Coupon Code","Включить купоны",
"Enable Discount Accounting","Включить учёт скидок",
"Enable ERPNext Sync","Включить синхронизацию ERPNext",
"Enable Form Customization","Включить настройку форм",
"Enable Inventory","Включить инвентаризацию",
"Enable Invoice Returns","Включить возвраты счетов",
"Enable Item Enquiry","Включить запросы по товарам",
"Enable Item Group","Включить группы товаров",
"Enable Lead","Включить лиды",
"Enable Loyalty Program","Включить программу лояльности",
"Enable POS Without Inventory","Включить кассу без складского учёта",
"Enable Partial Payment","Включить частичную оплату",
"Enable Partial payment to pay partial amount","Включить частичную оплату для оплаты части суммы",
"Enable Point of Sale","Включить кассовый модуль",
"Enable Price List","Включить прайс-листы",
"Enable Pricing Rule","Включить правила ценообразования",
"Enable Serial Number","Включить серийные номера",
"Enable UOM Conversion","Включить конвертацию единиц",
Enabled,Включено,
"Enabled For","Включено для",
Endpoints,"Конечные точки",
"Enter Country to load States","Введите страну для загрузки регионов",
"Enter State","Введите регион",
"Enter barcode","Введите штрихкод",
"Enter weight barcode","Введите штрихкод с весом",
"Entertainment Expenses","Представительские расходы",
Entry,Запись,
"Entry Currency","Валюта записи",
"Entry Label","Метка записи",
"Entry No","Номер записи",
"Entry No.","Номер записи",
"Entry Type","Тип записи",
"Entry has Grand Total ${0}. Please verify amounts.","Запись имеет итоговую сумму ${0}. Проверьте суммы.",
Equity,Капитал,
Error,Ошибка,
Estonia,Эстония,
"Estonian GAAP taxonomy not found","Таксономия эстонских GAAP не найдена",
"Estonian Non-Registered","Незарегистрированный плательщик НДС в Эстонии",
"Estonian VAT Registered","Зарегистрирован плательщиком НДС в Эстонии",
"Estonian VAT number must match format EE followed by 9 digits.","Эстонский номер НДС должен соответствовать формату EE + 9 цифр.",
"Exchange Gain/Loss","Курсовая прибыль/убыток",
"Exchange Rate","Обменный курс",
"Excise Entry","Акцизная запись",
"Exempt supplies","Освобождённые поставки",
"Existing Company","Существующая компания",
Expand,Развернуть,
"Expected Amount","Ожидаемая сумма",
Expense,Расход,
"Expense Account","Счёт расходов",
Expenses,Расходы,
"Expenses Included In Valuation","Расходы, включённые в оценку",
Expired,Истёкший,
"Expiry Date","Срок действия",
"Expiry Duration","Срок действия",
Export,Экспорт,
"Export Failed","Экспорт не удался",
"Export Format","Формат экспорта",
"Export Successful","Экспорт успешен",
"Export Wizard","Мастер экспорта",
"Export an XBRL file first. The Validate action checks the most recent export.","Сначала экспортируйте XBRL файл. Действие проверки проверяет последний экспорт.",
"Exports outside EU","Экспорт за пределы ЕС",
"FBooks Integration Version","Версия интеграции FBooks",
Failed,"Не удалось",
"Failed to load batches","Не удалось загрузить партии",
Fax,Факс,
Features,Функции,
February,Февраль,
"Fetch Data From ERPNext","Получить данные из ERPNext",
"Fetch From ERPNext Queue","Получить из очереди ERPNext",
Field,Поле,
Fieldname,"Имя поля",
"Fieldname ${0} already exists for ${1}","Имя поля ${0} уже существует для ${1}",
"Fieldname ${0} already used for Custom Field ${1}","Имя поля ${0} уже используется для поля ${1}",
Fieldtype,"Тип поля",
Fifteen,Пятнадцать,
Fifty,Пятьдесят,
"File ${0} does not exist.","Файл ${0} не существует.",
"File selection failed","Не удалось выбрать файл",
Fill,Заполнить,
Filter,Фильтр,
"Filter by Group","Фильтр по группе",
"Financial and Other Expenses","Финансовые и прочие расходы",
"Fiscal Year","Финансовый год",
"Fiscal Year End Date","Дата окончания финансового года",
"Fiscal Year Start Date","Дата начала финансового года",
Five,Пять,
"Fix Failed","Исправление не удалось",
"Fixed Asset","Основное средство",
"Fixed Assets","Основные средства",
Float,Вещественное,
Floor,"Округление вниз",
"Following cells have errors: ${0}.","Следующие ячейки содержат ошибки: ${0}.",
"Following links do not exist: ${absentLinks .map((l) =>",,
Font,Шрифт,
"For Purchase","Для закупок",
"For Sales","Для продаж",
"Forbidden Error","Ошибка доступа",
"Form Section","Раздел формы",
"Form Tab","Вкладка формы",
"Form Type","Тип формы",
Forty,Сорок,
Four,Четыре,
Fourteen,Четырнадцать,
Fr,Пт,
Fraction,Дробь,
"Fraction Units","Дробные единицы",
"Free Item","Бесплатный товар",
"Free item ""${0}"" was not added due to zero quantity","Бесплатный товар «${0}» не добавлен из-за нулевого количества",
"Free items out of stock: ${0}","Бесплатные товары отсутствуют: ${0}",
"Freight and Forwarding Charges","Транспортные расходы",
From,С,
"From Account","Со счёта",
"From Date","С даты",
"From Lead","Из лида",
"From Loc.","Из места",
"From Year","С года",
"Full Name","Полное имя",
"Furnitures and Fixtures","Мебель и инвентарь",
GST,,
"GST Registration",,
GSTIN,,
"GSTIN No.",,
GSTR1,,
GSTR2,,
"Gain/Loss on Asset Disposal","Прибыль/убыток от выбытия актива",
General,Общее,
"General Ledger","Главная книга",
"Get Started",Начать,
Global,Глобальный,
"Go back to the previous page","Вернуться на предыдущую страницу",
Gram,Грамм,
"Grand Total",Итого,
"Greater Than","Больше чем",
Green,Зелёный,
"Grid View","Вид сетки",
"Group By","Группировать по",
HSN/SAC,,
"HSN/SAC Code",,
"Half Yearly",Полугодовой,
"Half Years",Полугодия,
"Has Batch","Есть партия",
"Has Serial Number","Есть серийный номер",
"Height (in cm)","Высота (в см)",
Held,Отложено,
"Held Button Colour","Цвет кнопки «Отложено»",
Help,Помощь,
"Hex Value","Шестнадцатеричное значение",
"Hidden values will be visible on Print on.","Скрытые значения будут видны при печати.",
"Hide Get Started","Скрыть «Начать»",
"Hide Group Amounts","Скрыть суммы групп",
"Hide Month/Year","Скрыть месяц/год",
"Hide Unavailable Items","Скрыть недоступные товары",
"Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.","Скрывает раздел «Начать» из боковой панели. Изменение вступит в силу после перезапуска.",
"Hold Q and type digits to set selected item quantity","Удерживайте Q и вводите цифры для задания количества выбранного товара",
Hour,Час,
Hundred,Сто,
INR,,
"IT Services",IT-услуги,
"If any entry form is open, save the details. Otherwise, save the invoice.","Если открыта форма записи, сохраните данные. Иначе сохраните счёт.",
"If any entry form is open, your entry will be canceled. Otherwise the selected items will be removed.","Если открыта форма записи, запись будет отменена. Иначе выбранные позиции будут удалены.",
"Ignore Pricing Rule","Игнорировать правило ценообразования",
Image,Изображение,
"Immovables / metal waste (§41¹)","Недвижимость / металлолом (§41¹)",
"Import Bank",Банк-импортёр,
"Import Complete","Импорт завершён",
"Import Data","Импорт данных",
"Import Data.","Импорт данных.",
"Import Type","Тип импорта",
"Import Wizard","Мастер импорта",
"Import a ${0} CSV or CAMT.053.001.02 XML statement.","Импортируйте выписку ${0} CSV или CAMT.053.001.02 XML.",
"Import a CAMT.053.001.02 XML statement exported from ${0}. CSV is not yet supported for this bank.","Импортируйте выписку CAMT.053.001.02 XML, экспортированную из ${0}. CSV для этого банка пока не поддерживается.",
"Import complete","Импорт завершён",
"Importer not set, reload tool","Импортёр не задан, перезагрузите инструмент",
"In stock","В наличии",
Inactive,Неактивный,
"Include Cancelled","Включить отменённые",
Income,Доход,
"Income Account","Счёт доходов",
"Income Tax","Налог на прибыль",
"Income Tax Payable","Налог на прибыль к уплате",
"Increase print template display scale","Увеличить масштаб шаблона печати",
Indigo,Индиго,
"Indirect Expenses","Косвенные расходы",
"Indirect Income","Косвенные доходы",
Inflow,Поступления,
"Initial Sync Data","Начальные данные синхронизации",
"Input VAT","Входящий НДС",
"Input VAT total (deductible)","Итого входящий НДС (к вычету)",
"Instance Id","ID экземпляра",
"Insufficient Quantity","Недостаточное количество",
"Insufficient Quantity.","Недостаточное количество.",
"Insufficient Quantity. Item ${0} has only ${1} quantities available. you selected ${2}","Недостаточно товара. Товар ${0} имеет только ${1} доступных единиц. Выбрано: ${2}",
Int,Целое,
"Integration Error Log","Журнал ошибок интеграции",
"Interest Expense","Процентные расходы",
"Interest Income","Процентные доходы",
Interested,Заинтересован,
"Intergrated Tax","Интегрированный налог",
"Internal Precision","Внутренняя точность",
"Invalid HSN Code.",,
"Invalid Key Error","Ошибка неверной клавиши",
"Invalid Quantity for Item ${0}","Неверное количество для позиции ${0}",
"Invalid barcode value ${0}.","Неверное значение штрихкода ${0}.",
"Invalid value ${0} for ${1}","Недопустимое значение ${0} для ${1}",
"Invalid value found for ${0}","Неверное значение для ${0}",
Inventory,Склад,
"Inventory Items","Складские товары",
"Inventory Settings","Настройки склада",
Investments,Инвестиции,
Invoice,Счёт-фактура,
"Invoice Created","Счёт-фактура создан",
